icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
a08317,N132EV,Bombardier,CRJ-900,CRJ9,15219,L2J,ASQ,,2022-09-30,2009-01-01
a086ce,N133EV,Bombardier,CRJ-900,CRJ9,15222,L2J,ASQ,,2022-12-31,2009-01-01
a08a85,N134EV,Bombardier,CRJ-900,CRJ9,15223,L2J,ASQ,,2022-12-31,2009-01-01
a08bf9,N134VS,Bombardier,Challenger 600,CL60,1034,L2J,,,,
a08e3c,N135EV,Bombardier,CRJ-900,CRJ9,15225,L2J,ASQ,,2023-03-31,2009-01-01
a0902d,N1350S,Bombardier,Challenger 350,CL35,20640,L2J,,,2022-09-30,2016-01-01
a091f3,N136EV,Bombardier,CRJ-900,CRJ9,15226,L2J,ASQ,,2022-12-31,2009-01-01
a094f7,N1368M,Bombardier,Global 5000,GL5T,9536,L2J,,,2022-09-30,2013-01-01
a0954d,N137BB,Bombardier,Global Express,GLEX,9181,L2J,,,2022-11-30,2005-01-01
a095aa,N137EV,Bombardier,CRJ-900,CRJ9,15227,L2J,ASQ,,2022-12-31,2009-01-01
a0977d,N137ZM,Bombardier,Global 5000,GL5T,9275,L2J,,,2021-06-30,2008-01-01
a09923,N138CH,Bombardier,Challenger 300,CL30,20249,L2J,,,2023-07-31,2008-01-01
a09961,N138EV,Bombardier,CRJ-900,CRJ9,15235,L2J,ASQ,,2023-06-30,2009-01-01
a0a7e2,N141RD,Bombardier,Challenger 600,CL60,1041,L2J,,,2022-05-31,1982-01-01
a0a7ff,N141SH,Bombardier,CRJ-200,CRJ2,7206,L2J,,,2021-12-31,1997-01-01
a0a96e,N1415,Bombardier,Global Express,GLEX,9202,L2J,,,2022-03-31,2006-01-01
a0aad0,N142HC,Bombardier,Global 5000,GL5T,9650,L2J,,,2021-06-30,2014-01-01
a0aeb8,N143KB,Bombardier,Global Express,GLEX,9108,L2J,,,2023-07-31,2002-01-01
a0aefd,N143MW,Bombardier,Global Express,GLEX,9109,L2J,,,2022-09-30,2002-01-01
